date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:50:21	105751/105751	---M-Z	200	added ('OK')	text/html	etag:%2219d17-6446535f28fa3-gzip%22	https://coderthemes.com/cartzilla-laravel/checkout-v2-thankyou.html	C:/My%20Web%20Sites/Ecovera/coderthemes.com/cartzilla-laravel/checkout-v2-thankyou.html	(from https://coderthemes.com/cartzilla-laravel/home-grocery.html)
16:50:21	8144/8144	---M-Z	200	added ('OK')	text/html	etag:%221fd0-6446535f231e3-gzip%22	https://coderthemes.com/cartzilla-laravel/account-signin.html	C:/My%20Web%20Sites/Ecovera/coderthemes.com/cartzilla-laravel/account-signin.html	(from https://coderthemes.com/cartzilla-laravel/home-grocery.html)
16:50:21	17162/17162	---M-Z	200	added ('OK')	text/html	etag:%22430a-6446535f231e3-gzip%22	https://coderthemes.com/cartzilla-laravel/account-signup.html	C:/My%20Web%20Sites/Ecovera/coderthemes.com/cartzilla-laravel/account-signup.html	(from https://coderthemes.com/cartzilla-laravel/home-grocery.html)
16:50:22	6531/6531	---M-Z	200	added ('OK')	text/html	etag:%221983-6446535f212a3-gzip%22	https://coderthemes.com/cartzilla-laravel/account-password-recovery.html	C:/My%20Web%20Sites/Ecovera/coderthemes.com/cartzilla-laravel/account-password-recovery.html	(from https://coderthemes.com/cartzilla-laravel/home-grocery.html)
16:50:22	192007/192007	---M-Z	200	added ('OK')	text/html	etag:%222ee07-6446535f20303-gzip%22	https://coderthemes.com/cartzilla-laravel/account-orders.html	C:/My%20Web%20Sites/Ecovera/coderthemes.com/cartzilla-laravel/account-orders.html	(from https://coderthemes.com/cartzilla-laravel/home-grocery.html)
16:50:23	186936/186936	---M-Z	200	added ('OK')	text/html	etag:%222da38-6446535f231e3-gzip%22	https://coderthemes.com/cartzilla-laravel/account-wishlist.html	C:/My%20Web%20Sites/Ecovera/coderthemes.com/cartzilla-laravel/account-wishlist.html	(from https://coderthemes.com/cartzilla-laravel/home-grocery.html)
16:50:23	175190/175190	---M-Z	200	added ('OK')	text/html	etag:%222ac56-6446535f212a3-gzip%22	https://coderthemes.com/cartzilla-laravel/account-payment.html	C:/My%20Web%20Sites/Ecovera/coderthemes.com/cartzilla-laravel/account-payment.html	(from https://coderthemes.com/cartzilla-laravel/home-grocery.html)
16:50:24	190761/190761	---M-Z	200	added ('OK')	text/html	etag:%222e929-6446535f231e3-gzip%22	https://coderthemes.com/cartzilla-laravel/account-reviews.html	C:/My%20Web%20Sites/Ecovera/coderthemes.com/cartzilla-laravel/account-reviews.html	(from https://coderthemes.com/cartzilla-laravel/home-grocery.html)
16:50:25	178111/178111	---M-Z	200	added ('OK')	text/html	etag:%222b7bf-6446535f1e3c3-gzip%22	https://coderthemes.com/cartzilla-laravel/account-info.html	C:/My%20Web%20Sites/Ecovera/coderthemes.com/cartzilla-laravel/account-info.html	(from https://coderthemes.com/cartzilla-laravel/home-grocery.html)
16:50:25	189595/189595	---M-Z	200	added ('OK')	text/html	etag:%222e49b-6446535f1e3c3-gzip%22	https://coderthemes.com/cartzilla-laravel/account-addresses.html	C:/My%20Web%20Sites/Ecovera/coderthemes.com/cartzilla-laravel/account-addresses.html	(from https://coderthemes.com/cartzilla-laravel/home-grocery.html)
16:50:25	172576/172576	---M-Z	200	added ('OK')	text/html	etag:%222a220-6446535f20303-gzip%22	https://coderthemes.com/cartzilla-laravel/account-notifications.html	C:/My%20Web%20Sites/Ecovera/coderthemes.com/cartzilla-laravel/account-notifications.html	(from https://coderthemes.com/cartzilla-laravel/home-grocery.html)
16:50:25	77137/77137	---M-Z	200	added ('OK')	text/html	etag:%2212d51-6446535f1e3c3-gzip%22	https://coderthemes.com/cartzilla-laravel/account-marketplace-dashboard.html	C:/My%20Web%20Sites/Ecovera/coderthemes.com/cartzilla-laravel/account-marketplace-dashboard.html	(from https://coderthemes.com/cartzilla-laravel/home-grocery.html)
16:50:26	79673/79673	---M-Z	200	added ('OK')	text/html	etag:%2213739-6446535f20303-gzip%22	https://coderthemes.com/cartzilla-laravel/account-marketplace-products.html	C:/My%20Web%20Sites/Ecovera/coderthemes.com/cartzilla-laravel/account-marketplace-products.html	(from https://coderthemes.com/cartzilla-laravel/home-grocery.html)
16:50:26	78401/78401	---M-Z	200	added ('OK')	text/html	etag:%2213241-6446535f20303-gzip%22	https://coderthemes.com/cartzilla-laravel/account-marketplace-sales.html	C:/My%20Web%20Sites/Ecovera/coderthemes.com/cartzilla-laravel/account-marketplace-sales.html	(from https://coderthemes.com/cartzilla-laravel/home-grocery.html)
16:50:26	70647/70647	---M-Z	200	added ('OK')	text/html	etag:%22113f7-6446535f20303-gzip%22	https://coderthemes.com/cartzilla-laravel/account-marketplace-payouts.html	C:/My%20Web%20Sites/Ecovera/coderthemes.com/cartzilla-laravel/account-marketplace-payouts.html	(from https://coderthemes.com/cartzilla-laravel/home-grocery.html)
16:50:27	83243/83243	---M-Z	200	added ('OK')	text/html	etag:%221452b-6446535f20303-gzip%22	https://coderthemes.com/cartzilla-laravel/account-marketplace-purchases.html	C:/My%20Web%20Sites/Ecovera/coderthemes.com/cartzilla-laravel/account-marketplace-purchases.html	(from https://coderthemes.com/cartzilla-laravel/home-grocery.html)
16:50:27	76815/76815	---M-Z	200	added ('OK')	text/html	etag:%2212c0f-6446535f20303-gzip%22	https://coderthemes.com/cartzilla-laravel/account-marketplace-favorites.html	C:/My%20Web%20Sites/Ecovera/coderthemes.com/cartzilla-laravel/account-marketplace-favorites.html	(from https://coderthemes.com/cartzilla-laravel/home-grocery.html)
16:50:27	81287/81287	---M-Z	200	added ('OK')	text/html	etag:%2213d87-6446535f20303-gzip%22	https://coderthemes.com/cartzilla-laravel/account-marketplace-settings.html	C:/My%20Web%20Sites/Ecovera/coderthemes.com/cartzilla-laravel/account-marketplace-settings.html	(from https://coderthemes.com/cartzilla-laravel/home-grocery.html)
16:50:28	180803/180803	---M-Z	200	added ('OK')	text/html	etag:%222c243-6446535f1d423-gzip%22	https://coderthemes.com/cartzilla-laravel/about-v1.html	C:/My%20Web%20Sites/Ecovera/coderthemes.com/cartzilla-laravel/about-v1.html	(from https://coderthemes.com/cartzilla-laravel/home-grocery.html)
16:50:28	63949/63949	---M-Z	200	added ('OK')	text/html	etag:%22f9cd-6446535f1e3c3-gzip%22	https://coderthemes.com/cartzilla-laravel/about-v2.html	C:/My%20Web%20Sites/Ecovera/coderthemes.com/cartzilla-laravel/about-v2.html	(from https://coderthemes.com/cartzilla-laravel/home-grocery.html)
16:50:28	186257/186257	---M-Z	200	added ('OK')	text/html	etag:%222d791-6446535f231e3-gzip%22	https://coderthemes.com/cartzilla-laravel/blog-grid-v1.html	C:/My%20Web%20Sites/Ecovera/coderthemes.com/cartzilla-laravel/blog-grid-v1.html	(from https://coderthemes.com/cartzilla-laravel/home-grocery.html)
16:50:28	64139/64139	---M-Z	200	added ('OK')	text/html	etag:%22fa8b-6446535f231e3-gzip%22	https://coderthemes.com/cartzilla-laravel/blog-grid-v2.html	C:/My%20Web%20Sites/Ecovera/coderthemes.com/cartzilla-laravel/blog-grid-v2.html	(from https://coderthemes.com/cartzilla-laravel/home-grocery.html)
16:50:29	187511/187511	---M-Z	200	added ('OK')	text/html	etag:%222dc77-6446535f231e3-gzip%22	https://coderthemes.com/cartzilla-laravel/blog-list.html	C:/My%20Web%20Sites/Ecovera/coderthemes.com/cartzilla-laravel/blog-list.html	(from https://coderthemes.com/cartzilla-laravel/home-grocery.html)
16:50:29	177999/177999	---M-Z	200	added ('OK')	text/html	etag:%222b74f-6446535f231e3-gzip%22	https://coderthemes.com/cartzilla-laravel/blog-single-v1.html	C:/My%20Web%20Sites/Ecovera/coderthemes.com/cartzilla-laravel/blog-single-v1.html	(from https://coderthemes.com/cartzilla-laravel/home-grocery.html)
16:50:29	174393/174393	---M-Z	200	added ('OK')	text/html	etag:%222a939-6446535f25123-gzip%22	https://coderthemes.com/cartzilla-laravel/blog-single-v2.html	C:/My%20Web%20Sites/Ecovera/coderthemes.com/cartzilla-laravel/blog-single-v2.html	(from https://coderthemes.com/cartzilla-laravel/home-grocery.html)
16:50:29	113112/113112	---M-Z	200	added ('OK')	text/html	etag:%221b9d8-6446535f29f43-gzip%22	https://coderthemes.com/cartzilla-laravel/contact-v1.html	C:/My%20Web%20Sites/Ecovera/coderthemes.com/cartzilla-laravel/contact-v1.html	(from https://coderthemes.com/cartzilla-laravel/home-grocery.html)
16:50:30	56612/56612	---M-Z	200	added ('OK')	text/html	etag:%22dd24-6446535f29f43-gzip%22	https://coderthemes.com/cartzilla-laravel/contact-v2.html	C:/My%20Web%20Sites/Ecovera/coderthemes.com/cartzilla-laravel/contact-v2.html	(from https://coderthemes.com/cartzilla-laravel/home-grocery.html)
16:50:30	48852/48852	---M-Z	200	added ('OK')	text/html	etag:%22bed4-6446535f29f43-gzip%22	https://coderthemes.com/cartzilla-laravel/contact-v3.html	C:/My%20Web%20Sites/Ecovera/coderthemes.com/cartzilla-laravel/contact-v3.html	(from https://coderthemes.com/cartzilla-laravel/home-grocery.html)
16:50:30	189366/189366	---M-Z	200	added ('OK')	text/html	etag:%222e3b6-6446535f30ca3-gzip%22	https://coderthemes.com/cartzilla-laravel/help-topics-v1.html	C:/My%20Web%20Sites/Ecovera/coderthemes.com/cartzilla-laravel/help-topics-v1.html	(from https://coderthemes.com/cartzilla-laravel/home-grocery.html)
16:50:31	198187/198187	---M-Z	200	added ('OK')	text/html	etag:%223062b-6446535f30ca3-gzip%22	https://coderthemes.com/cartzilla-laravel/help-topics-v2.html	C:/My%20Web%20Sites/Ecovera/coderthemes.com/cartzilla-laravel/help-topics-v2.html	(from https://coderthemes.com/cartzilla-laravel/home-grocery.html)
16:50:31	168015/168015	---M-Z	200	added ('OK')	text/html	etag:%222904f-6446535f2fd03-gzip%22	https://coderthemes.com/cartzilla-laravel/help-single-article-v1.html	C:/My%20Web%20Sites/Ecovera/coderthemes.com/cartzilla-laravel/help-single-article-v1.html	(from https://coderthemes.com/cartzilla-laravel/home-grocery.html)
16:50:31	164315/164315	---M-Z	200	added ('OK')	text/html	etag:%22281db-6446535f2fd03-gzip%22	https://coderthemes.com/cartzilla-laravel/help-single-article-v2.html	C:/My%20Web%20Sites/Ecovera/coderthemes.com/cartzilla-laravel/help-single-article-v2.html	(from https://coderthemes.com/cartzilla-laravel/home-grocery.html)
16:50:32	149690/149690	---M-Z	200	added ('OK')	text/html	etag:%22248ba-6446535f1d423-gzip%22	https://coderthemes.com/cartzilla-laravel/404-electronics.html	C:/My%20Web%20Sites/Ecovera/coderthemes.com/cartzilla-laravel/404-electronics.html	(from https://coderthemes.com/cartzilla-laravel/home-grocery.html)
16:50:32	90869/90869	---M-Z	200	added ('OK')	text/html	etag:%22162f5-6446535f1d423-gzip%22	https://coderthemes.com/cartzilla-laravel/404-fashion.html	C:/My%20Web%20Sites/Ecovera/coderthemes.com/cartzilla-laravel/404-fashion.html	(from https://coderthemes.com/cartzilla-laravel/home-grocery.html)
